event_id,subscriber_id,content_id,watch_date,watch_hour,device,minutes_watched,completion_bucket,did_complete,resumed_from_pause,autoplay_next,stream_quality,session_id,did_complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001821,SUB00303,CNT00055,2024-02-12,21,Smart TV,46,100%,TRUE,TRUE,FALSE,4K,SES808116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001822,SUB00247,CNT00033,2023-07-08,15,Roku,5,25-50%,FALSE,TRUE,TRUE,SD,SES576440,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001823,SUB00316,CNT00040,2023-05-10,18,Roku,18,50-75%,FALSE,FALSE,FALSE,4K,SES430642,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001824,SUB00289,CNT00075,2024-04-14,18,Smart TV,111,100%,TRUE,FALSE,FALSE,HD,SES115672,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001825,SUB00285,CNT00054,2023-06-16,12,Smart TV,89,<25%,FALSE,TRUE,FALSE,4K,SES808477,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001826,SUB00368,CNT00014,2023-10-26,16,Fire TV,73,100%,TRUE,TRUE,FALSE,HD,SES337355,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001827,SUB00287,CNT00088,2023-02-17,19,Desktop,28,25-50%,FALSE,FALSE,FALSE,HD,SES195049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001828,SUB00162,CNT00038,2024-03-29,10,Smart TV,8,100%,TRUE,FALSE,TRUE,HD,SES586550,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001829,SUB00123,CNT00026,2023-07-01,18,Desktop,82,100%,TRUE,TRUE,TRUE,SD,SES515461,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001830,SUB00130,CNT00097,2023-08-15,12,Mobile,112,<25%,FALSE,TRUE,FALSE,HD,SES624405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001831,SUB00310,CNT00046,2023-02-16,10,Mobile,58,<25%,FALSE,TRUE,FALSE,HD,SES151116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001832,SUB00591,CNT00051,2023-04-19,13,Desktop,82,50-75%,FALSE,FALSE,TRUE,HD,SES164795,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001833,SUB00060,CNT00024,2023-01-03,16,Desktop,17,100%,TRUE,FALSE,TRUE,HD,SES982572,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001834,SUB00386,CNT00087,2023-12-15,21,Mobile,70,50-75%,FALSE,FALSE,TRUE,4K,SES728833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001835,SUB00003,CNT00075,2023-11-13,10,Smart TV,5,100%,TRUE,FALSE,TRUE,HD,SES243357,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001836,SUB00085,CNT00084,2023-08-28,20,Roku,103,100%,TRUE,TRUE,TRUE,4K,SES495150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001837,SUB00452,CNT00032,2023-10-24,9,Roku,42,75-99%,FALSE,FALSE,TRUE,HD,SES833268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001838,SUB00083,CNT00064,2023-04-17,19,Fire TV,59,75-99%,FALSE,FALSE,TRUE,4K,SES285383,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001839,SUB00664,CNT00054,2024-04-27,6,Roku,25,<25%,FALSE,FALSE,TRUE,4K,SES599950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001840,SUB00417,CNT00093,2023-02-26,10,Smart TV,36,100%,TRUE,TRUE,FALSE,SD,SES509774,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001841,SUB00642,CNT00057,2024-05-04,21,Fire TV,59,<25%,FALSE,TRUE,TRUE,HD,SES242064,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001842,SUB00204,CNT00016,2023-06-04,10,Mobile,116,75-99%,FALSE,TRUE,TRUE,HD,SES855458,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001843,SUB00663,CNT00054,2023-10-19,21,Mobile,15,50-75%,FALSE,FALSE,TRUE,HD,SES426703,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001844,SUB00023,CNT00014,2023-07-17,16,Smart TV,77,75-99%,FALSE,FALSE,FALSE,HD,SES355107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001845,SUB00213,CNT00092,2023-03-16,22,Desktop,53,50-75%,FALSE,FALSE,TRUE,HD,SES602003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001846,SUB00106,CNT00071,2023-09-22,21,Desktop,48,50-75%,FALSE,FALSE,TRUE,4K,SES320525,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001847,SUB00143,CNT00027,2024-06-20,6,Desktop,107,100%,TRUE,FALSE,TRUE,HD,SES512005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001848,SUB00189,CNT00029,2023-10-27,17,Mobile,108,100%,TRUE,TRUE,TRUE,HD,SES393234,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001849,SUB00354,CNT00086,2023-11-20,21,Tablet,91,100%,TRUE,FALSE,TRUE,HD,SES743401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001850,SUB00421,CNT00068,2024-04-25,19,Smart TV,26,75-99%,FALSE,FALSE,FALSE,4K,SES842557,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001851,SUB00124,CNT00072,2024-01-12,16,Mobile,57,100%,TRUE,FALSE,TRUE,HD,SES539150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001852,SUB00393,CNT00043,2023-12-01,10,Fire TV,11,100%,TRUE,FALSE,TRUE,HD,SES538190,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001853,SUB00184,CNT00030,2024-05-19,6,Roku,61,100%,TRUE,FALSE,TRUE,4K,SES818080,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001854,SUB00142,CNT00062,2023-10-03,19,Fire TV,52,25-50%,FALSE,TRUE,TRUE,HD,SES925671,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001855,SUB00300,CNT00060,2023-07-20,6,Tablet,49,100%,TRUE,FALSE,FALSE,HD,SES586162,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001856,SUB00383,CNT00050,2023-05-21,7,Desktop,8,50-75%,FALSE,TRUE,TRUE,HD,SES655430,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001857,SUB00096,CNT00061,2023-05-18,10,Smart TV,29,100%,TRUE,FALSE,FALSE,HD,SES827098,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001858,SUB00582,CNT00035,2023-02-27,18,Desktop,56,50-75%,FALSE,FALSE,TRUE,SD,SES514632,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001859,SUB00417,CNT00086,2023-07-21,22,Desktop,30,25-50%,FALSE,TRUE,TRUE,SD,SES245037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001860,SUB00028,CNT00007,2023-06-05,22,Tablet,69,100%,TRUE,FALSE,TRUE,HD,SES956798,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001861,SUB00557,CNT00083,2023-09-17,20,Fire TV,78,50-75%,FALSE,FALSE,TRUE,HD,SES274467,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001862,SUB00511,CNT00082,2024-02-20,12,Desktop,6,<25%,FALSE,FALSE,FALSE,4K,SES736055,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001863,SUB00446,CNT00077,2023-10-20,23,Tablet,58,25-50%,FALSE,FALSE,FALSE,SD,SES219248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001864,SUB00150,CNT00042,2023-07-12,8,Roku,32,100%,TRUE,FALSE,TRUE,SD,SES181207,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001865,SUB00340,CNT00018,2023-04-21,22,Fire TV,93,75-99%,FALSE,FALSE,FALSE,SD,SES667167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001866,SUB00222,CNT00094,2023-02-19,7,Tablet,37,75-99%,FALSE,FALSE,TRUE,SD,SES395536,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001867,SUB00279,CNT00071,2023-03-04,22,Tablet,14,75-99%,FALSE,FALSE,TRUE,4K,SES300206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001868,SUB00650,CNT00036,2024-06-18,12,Desktop,44,75-99%,FALSE,FALSE,TRUE,4K,SES630250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001869,SUB00202,CNT00005,2023-02-21,18,Roku,45,25-50%,FALSE,FALSE,TRUE,HD,SES215332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001870,SUB00462,CNT00005,2024-05-13,7,Smart TV,118,<25%,FALSE,FALSE,FALSE,SD,SES524461,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001871,SUB00573,CNT00027,2024-06-23,9,Desktop,16,75-99%,FALSE,TRUE,TRUE,HD,SES508171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001872,SUB00530,CNT00015,2024-03-10,21,Desktop,61,<25%,FALSE,FALSE,FALSE,HD,SES311775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001873,SUB00164,CNT00061,2023-07-23,16,Mobile,47,100%,TRUE,FALSE,TRUE,4K,SES298800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001874,SUB00366,CNT00009,2023-09-19,19,Tablet,61,100%,TRUE,FALSE,TRUE,HD,SES487572,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001875,SUB00374,CNT00032,2023-09-10,22,Smart TV,41,100%,TRUE,TRUE,TRUE,HD,SES791491,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001876,SUB00097,CNT00100,2023-05-26,16,Roku,10,100%,TRUE,TRUE,FALSE,4K,SES665629,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001877,SUB00436,CNT00063,2023-10-02,12,Mobile,109,100%,TRUE,TRUE,TRUE,HD,SES927004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001878,SUB00350,CNT00098,2024-06-11,11,Desktop,101,100%,TRUE,FALSE,TRUE,HD,SES687386,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001879,SUB00262,CNT00071,2023-08-16,7,Smart TV,45,100%,TRUE,TRUE,FALSE,4K,SES414388,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001880,SUB00110,CNT00001,2024-03-12,20,Smart TV,5,100%,TRUE,FALSE,FALSE,HD,SES231136,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001881,SUB00655,CNT00029,2023-01-09,11,Desktop,106,100%,TRUE,FALSE,TRUE,HD,SES883176,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001882,SUB00124,CNT00065,2023-04-29,16,Smart TV,93,50-75%,FALSE,FALSE,TRUE,HD,SES508877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001883,SUB00002,CNT00008,2023-07-23,8,Smart TV,14,<25%,FALSE,TRUE,TRUE,4K,SES247652,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001884,SUB00303,CNT00063,2023-07-18,7,Tablet,99,50-75%,FALSE,FALSE,TRUE,HD,SES592464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001885,SUB00634,CNT00092,2023-04-07,9,Fire TV,79,100%,TRUE,FALSE,FALSE,HD,SES213598,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001886,SUB00374,CNT00056,2024-01-21,18,Desktop,103,50-75%,FALSE,FALSE,TRUE,4K,SES142668,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001887,SUB00537,CNT00025,2024-01-22,14,Mobile,7,50-75%,FALSE,FALSE,FALSE,4K,SES259739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001888,SUB00289,CNT00087,2023-06-15,17,Smart TV,104,75-99%,FALSE,FALSE,FALSE,HD,SES828296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001889,SUB00131,CNT00075,2023-07-06,14,Smart TV,84,<25%,FALSE,FALSE,TRUE,HD,SES122283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001890,SUB00292,CNT00032,2024-01-06,9,Tablet,68,75-99%,FALSE,FALSE,FALSE,SD,SES186629,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001891,SUB00039,CNT00013,2023-12-03,18,Fire TV,111,<25%,FALSE,TRUE,TRUE,SD,SES132222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001892,SUB00034,CNT00041,2024-05-31,12,Fire TV,38,100%,TRUE,FALSE,TRUE,HD,SES577851,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001893,SUB00226,CNT00100,2023-07-28,12,Tablet,67,75-99%,FALSE,TRUE,FALSE,HD,SES213033,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVT0001894,SUB00585,CNT00073,2023-10-18,14,Desktop,36,<25%,FALSE,FALSE,FALSE,HD,SES764346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
