subscriber_id,signup_date,plan,country,acquisition_channel,campaign_id,campaign_name,campaign_start_date,campaign_end_date,primary_device,age,signup_show,show_genre,lifecycle_stage,churn_date,monthly_spend_usd,nps_score,is_bundled,has_showtime_add_on
SUB01404,02/23/26,Annual Essential,MX,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Desktop,22,Criminal Minds,Procedural,New,,4.88,5.9,True,False
SUB01405,02/26/26,Essential,CA,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Roku,49,Paw Patrol,Family,Churned,03/14/26,12.56,2.4,False,False
SUB01406,02/27/26,Annual Premium,CA,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Roku,45,Boston Blue,Procedural,At-Risk,,11.44,10.0,False,False
SUB01407,02/14/26,Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Roku,42,1923,Drama,Churned,03/18/26,10.07,2.5,True,False
SUB01408,02/21/26,Essential,CA,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Desktop,49,Boston Blue,Procedural,Active,,15.07,6.5,False,False
SUB01409,02/25/26,Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,18,The Madison,Drama,Active,,15.1,7.6,True,False
SUB01410,02/25/26,Essential,CA,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Tablet,43,Boomerang,Comedy,Reactivated,,13.96,7.1,False,False
SUB01411,02/08/26,Paramount+ with Showtime,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Roku,18,RuPaul Drag Race All Stars,Reality,At-Risk,,13.5,9.5,False,True
SUB01412,02/01/26,Paramount+ with Showtime,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Mobile,45,Mayor of Kingstown,Drama,Churned,03/26/26,11.75,,False,True
SUB01413,02/26/26,Annual Premium,MX,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Desktop,58,The Agency,Thriller,Active,,11.87,5.7,False,False
SUB01414,02/02/26,Annual Essential,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Fire TV,36,Boomerang,Comedy,At-Risk,,7.64,2.4,True,False
SUB01415,02/25/26,Paramount+ with Showtime,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Fire TV,29,Boomerang,Comedy,Active,,13.63,8.0,True,True
SUB01416,02/08/26,Annual Essential,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Fire TV,18,The Offer,Drama,Active,,8.85,6.9,True,False
SUB01417,02/15/26,Annual Premium,UK,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Fire TV,44,NFL,Sports,Active,,13.27,6.4,False,False
SUB01418,02/02/26,Annual Premium,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Smart TV,40,Lioness,Thriller,Churned,03/01/26,9.7,7.0,False,True
SUB01419,02/05/26,Annual Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Tablet,41,SpongeBob,Family,Churned,02/22/26,5.9,,False,False
SUB01420,02/19/26,Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,57,Lioness,Thriller,At-Risk,,13.61,6.3,False,False
SUB01421,02/04/26,Annual Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Tablet,51,Criminal Minds,Procedural,Active,,7.99,5.9,True,True
SUB01422,02/07/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Roku,33,The Chi,Drama,Active,,14.5,6.4,False,True
SUB01423,02/28/26,Paramount+ with Showtime,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,42,1923,Drama,New,,12.38,2.1,True,True
SUB01424,02/12/26,Annual Premium,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Fire TV,51,The Chi,Drama,New,,11.52,6.2,False,False
SUB01425,02/13/26,Annual Premium,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Fire TV,18,Criminal Minds,Procedural,Churned,03/23/26,7.83,4.1,True,False
SUB01426,02/08/26,Annual Premium,MX,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,36,Love & Hip Hop Miami,Reality,At-Risk,,9.33,5.2,False,False
SUB01427,02/25/26,Paramount+ with Showtime,MX,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Smart TV,37,1923,Drama,Active,,14.56,,False,True
SUB01428,02/10/26,Annual Essential,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Tablet,18,Tracker,Action,New,,7.91,9.1,True,False
SUB01429,02/23/26,Paramount+ with Showtime,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Smart TV,27,NFL,Sports,At-Risk,,13.59,6.9,False,True
SUB01430,02/20/26,Paramount+ with Showtime,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Fire TV,40,Elsbeth,Procedural,Active,,14.95,9.8,False,True
SUB01431,02/17/26,Paramount+ with Showtime,UK,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Smart TV,45,Boston Blue,Procedural,Active,,12.75,5.6,True,True
SUB01432,02/10/26,Paramount+ with Showtime,CA,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Mobile,35,NFL,Sports,Active,,12.61,9.2,False,True
SUB01433,02/24/26,Annual Essential,MX,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Tablet,23,The Curse,Comedy,Active,,5.06,6.8,False,False
SUB01434,02/09/26,Annual Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,26,Boomerang,Comedy,Active,,6.18,5.6,False,False
SUB01435,02/13/26,Paramount+ with Showtime,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Smart TV,24,UFC,Sports,Active,,12.86,,False,True
SUB01436,02/02/26,Essential,UK,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Desktop,18,Elsbeth,Procedural,Reactivated,,14.8,5.1,False,False
SUB01437,02/25/26,Annual Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,35,Ghosts,Comedy,Active,,7.07,5.5,True,False
SUB01438,02/22/26,Essential,AU,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Fire TV,18,Elsbeth,Procedural,New,,13.96,7.6,True,True
SUB01439,02/20/26,Essential,CA,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Fire TV,32,Elsbeth,Procedural,Active,,12.39,8.7,True,False
SUB01440,02/07/26,Annual Essential,UK,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Roku,53,Ghosts,Comedy,Active,,7.99,6.8,False,False
SUB01441,02/28/26,Essential,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Mobile,37,Elsbeth,Procedural,At-Risk,,15.21,6.3,False,False
SUB01442,02/15/26,Essential,CA,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Roku,22,Dutton Ranch,Drama,Active,,13.91,4.8,True,False
SUB01443,02/18/26,Essential,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Desktop,29,South Park,Comedy,Active,,15.67,8.5,False,False
SUB01444,02/20/26,Essential,CA,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Smart TV,32,The Madison,Drama,Active,,12.82,8.0,False,False
SUB01445,02/09/26,Essential,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Mobile,48,Criminal Minds,Procedural,Active,,14.24,6.9,True,False
SUB01446,02/15/26,Paramount+ with Showtime,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Desktop,28,The Chi,Drama,Reactivated,,14.18,2.8,False,True
SUB01447,02/14/26,Essential,CA,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Desktop,18,Yellowjackets,Drama,Active,,14.34,5.8,False,False
SUB01448,02/17/26,Essential,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Desktop,40,The Offer,Drama,Active,,15.34,10.0,False,False
SUB01449,02/23/26,Annual Premium,UK,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Fire TV,28,MobLand,Drama,At-Risk,,12.03,6.6,False,False
SUB01450,02/28/26,Paramount+ with Showtime,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Desktop,18,Mission Impossible,Action,Active,,13.19,4.4,False,True
SUB01451,02/06/26,Essential,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Fire TV,18,MobLand,Drama,Active,,13.62,6.6,False,False
SUB01452,02/03/26,Paramount+ with Showtime,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Roku,18,Paw Patrol,Family,Active,,14.55,7.4,False,True
SUB01453,02/18/26,Paramount+ with Showtime,MX,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Fire TV,41,Lioness,Thriller,At-Risk,,13.17,5.8,False,True
SUB01454,02/05/26,Essential,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Tablet,47,The Madison,Drama,New,,13.58,7.2,False,False
SUB01455,02/06/26,Paramount+ with Showtime,AU,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Smart TV,41,Elsbeth,Procedural,Churned,04/02/26,12.83,,False,True
SUB01456,02/22/26,Essential,CA,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Fire TV,67,NFL,Sports,Reactivated,,13.72,5.3,True,False
SUB01457,02/13/26,Annual Essential,MX,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Desktop,28,SpongeBob,Family,Reactivated,,4.47,7.0,False,False
SUB01458,02/12/26,Paramount+ with Showtime,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Desktop,30,Landman,Drama,Active,,13.47,4.1,True,True
SUB01459,02/07/26,Essential,UK,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Desktop,51,The Madison,Drama,Active,,12.2,7.9,True,False
SUB01460,02/15/26,Annual Essential,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Mobile,66,Boston Blue,Procedural,Active,,7.41,7.1,False,False
SUB01461,02/05/26,Paramount+ with Showtime,MX,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Roku,40,Dexter,Thriller,New,,12.1,6.9,False,True
SUB01462,02/20/26,Annual Premium,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Tablet,40,South Park,Comedy,New,,11.4,5.2,False,False
SUB01463,02/01/26,Annual Premium,CA,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Desktop,28,Tracker,Action,Active,,10.78,3.3,True,False
SUB01464,02/13/26,Essential,MX,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Fire TV,46,Mayor of Kingstown,Drama,Active,,13.57,7.6,False,False
SUB01465,02/25/26,Annual Essential,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Tablet,42,UFC,Sports,Active,,8.38,5.3,False,False
SUB01466,02/23/26,Annual Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,18,Mission Impossible,Action,New,,6.34,4.5,False,False
SUB01467,02/10/26,Annual Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Roku,53,South Park,Comedy,Active,,7.96,,True,False
SUB01468,02/01/26,Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,53,Mission Impossible,Action,At-Risk,,14.55,4.6,False,False
SUB01469,02/16/26,Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Desktop,36,The Offer,Drama,At-Risk,,14.14,,False,False
SUB01470,02/19/26,Annual Essential,AU,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Smart TV,32,Lioness,Thriller,At-Risk,,8.63,7.7,False,False
SUB01471,02/17/26,Annual Premium,AU,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Mobile,28,Mission Impossible,Action,At-Risk,,10.91,6.4,False,False
SUB01472,02/16/26,Annual Premium,MX,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Roku,18,Yellowjackets,Drama,Churned,04/13/26,9.4,6.9,False,False
SUB01473,02/15/26,Essential,CA,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Fire TV,41,The Offer,Drama,Churned,03/06/26,12.07,2.2,False,False
SUB01474,02/16/26,Annual Essential,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Mobile,18,Tracker,Action,Active,,6.08,9.5,True,False
SUB01475,02/11/26,Annual Essential,MX,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Desktop,55,Yellowjackets,Drama,Active,,5.24,8.6,True,False
SUB01476,02/20/26,Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Desktop,22,Criminal Minds,Procedural,New,,13.2,7.3,False,False
SUB01477,02/01/26,Paramount+ with Showtime,CA,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Desktop,39,RuPaul Drag Race All Stars,Reality,Churned,02/20/26,10.47,5.4,True,True
SUB01478,02/02/26,Paramount+ with Showtime,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Mobile,18,Tulsa King,Drama,Active,,12.87,,True,True
SUB01479,02/04/26,Annual Premium,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Mobile,30,MobLand,Drama,Active,,12.36,,True,False
SUB01480,02/04/26,Annual Essential,UK,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Fire TV,34,Paw Patrol,Family,Churned,03/03/26,7.19,5.8,False,False
SUB01481,02/25/26,Annual Essential,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Tablet,19,The Curse,Comedy,Active,,7.9,7.0,False,False
SUB01482,02/12/26,Essential,CA,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Tablet,47,Tracker,Action,Active,,12.99,2.2,False,False
SUB01483,02/22/26,Paramount+ with Showtime,CA,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Desktop,25,The Chi,Drama,Churned,03/24/26,12.89,6.7,False,True
SUB01484,02/05/26,Paramount+ with Showtime,MX,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Fire TV,58,UFC,Sports,Active,,11.92,,True,True
SUB01485,02/22/26,Essential,MX,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,54,The Guest,Thriller,New,,14.07,7.2,False,False
SUB01486,02/03/26,Annual Essential,CA,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Roku,42,Landman,Drama,Churned,02/16/26,4.84,,False,False
SUB01487,02/05/26,Annual Premium,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Desktop,18,Criminal Minds,Procedural,New,,12.69,8.0,False,False
SUB01488,02/14/26,Annual Essential,MX,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Tablet,63,The Agency,Thriller,Reactivated,,7.2,,True,False
SUB01489,02/14/26,Annual Premium,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Roku,29,Boomerang,Comedy,Active,,12.28,,False,False
SUB01490,02/07/26,Essential,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Smart TV,43,Dutton Ranch,Drama,Active,,14.08,6.7,True,False
SUB01491,02/20/26,Paramount+ with Showtime,CA,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Mobile,42,Criminal Minds,Procedural,New,,15.26,9.3,False,True
SUB01492,02/10/26,Essential,MX,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Fire TV,45,NCIS,Procedural,New,,13.34,8.4,False,False
SUB01493,02/11/26,Paramount+ with Showtime,CA,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Desktop,31,Dexter,Thriller,Churned,03/30/26,11.4,8.2,False,True
SUB01494,02/17/26,Paramount+ with Showtime,AU,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Roku,52,Watson,Procedural,At-Risk,,14.63,3.9,False,True
SUB01495,02/18/26,Essential,AU,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Desktop,26,Tulsa King,Drama,Active,,14.21,7.7,False,False
SUB01496,02/19/26,Annual Essential,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Mobile,18,Boston Blue,Procedural,At-Risk,,6.89,7.4,False,False
SUB01497,02/01/26,Annual Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Roku,50,South Park,Comedy,Reactivated,,8.19,6.5,False,False
SUB01498,02/14/26,Essential,CA,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Fire TV,24,Watson,Procedural,Active,,12.63,5.2,True,False
SUB01499,02/23/26,Paramount+ with Showtime,MX,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Fire TV,49,NCIS,Procedural,At-Risk,,11.83,10.0,True,True
SUB01500,02/06/26,Essential,UK,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Fire TV,53,1923,Drama,Reactivated,,13.35,,False,False
SUB01501,02/26/26,Paramount+ with Showtime,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Desktop,24,The Guest,Thriller,New,,12.29,,False,True
SUB01502,02/26/26,Annual Premium,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Roku,43,Watson,Procedural,New,,12.2,6.0,False,False
SUB01503,02/01/26,Annual Essential,UK,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Roku,47,Paw Patrol,Family,Active,,8.82,7.1,False,False
SUB01504,02/20/26,Paramount+ with Showtime,MX,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Smart TV,37,Criminal Minds,Procedural,At-Risk,,12.9,3.9,True,True
SUB01505,02/21/26,Annual Essential,MX,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Mobile,29,Boomerang,Comedy,Active,,5.71,4.4,False,False
SUB01506,02/14/26,Annual Premium,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Fire TV,25,The Madison,Drama,New,,11.87,5.6,False,False
SUB01507,02/19/26,Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Fire TV,42,RuPaul Drag Race All Stars,Reality,Active,,13.62,,False,False
SUB01508,02/11/26,Paramount+ with Showtime,UK,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,53,Landman,Drama,Active,,16.71,7.6,False,True
SUB01509,02/27/26,Annual Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Fire TV,54,Boston Blue,Procedural,Active,,6.82,9.0,False,False
SUB01510,02/14/26,Essential,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Fire TV,48,Lioness,Thriller,Reactivated,,13.29,,True,False
SUB01511,02/25/26,Annual Premium,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Fire TV,40,RuPaul Drag Race All Stars,Reality,Churned,03/28/26,11.25,8.6,False,True
SUB01512,02/28/26,Essential,CA,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Fire TV,25,Elsbeth,Procedural,Active,,12.68,,True,False
SUB01513,02/10/26,Annual Essential,UK,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Smart TV,41,Boston Blue,Procedural,Active,,7.35,5.8,True,False
SUB01514,02/01/26,Paramount+ with Showtime,CA,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Mobile,48,1923,Drama,Active,,15.08,,True,True
SUB01515,02/26/26,Paramount+ with Showtime,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Desktop,18,Watson,Procedural,New,,13.58,5.2,True,True
SUB01516,02/23/26,Paramount+ with Showtime,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Mobile,46,The Madison,Drama,Churned,03/13/26,12.99,6.3,False,True
SUB01517,02/26/26,Annual Premium,AU,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Roku,43,Dutton Ranch,Drama,Reactivated,,13.31,6.0,False,False
SUB01518,02/05/26,Annual Premium,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Fire TV,49,South Park,Comedy,Active,,10.75,8.4,True,False
SUB01519,02/16/26,Annual Essential,UK,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Tablet,36,UFC,Sports,Active,,7.07,,False,False
SUB01520,02/08/26,Essential,CA,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,43,The Agency,Thriller,At-Risk,,14.42,,False,False
SUB01521,02/19/26,Essential,UK,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Fire TV,23,Criminal Minds,Procedural,At-Risk,,13.25,,True,False
SUB01522,02/21/26,Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Fire TV,41,Tracker,Action,Active,,13.29,8.2,True,False
SUB01523,02/05/26,Annual Premium,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Desktop,49,Elsbeth,Procedural,At-Risk,,13.1,3.8,False,False
SUB01524,02/01/26,Paramount+ with Showtime,AU,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Roku,38,Elsbeth,Procedural,New,,13.98,5.2,False,True
SUB01525,02/05/26,Essential,MX,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Mobile,49,NCIS,Procedural,New,,11.54,5.2,True,True
SUB01526,02/07/26,Essential,MX,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Smart TV,34,The Curse,Comedy,Active,,13.54,3.9,True,False
SUB01527,02/01/26,Paramount+ with Showtime,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Tablet,30,The Offer,Drama,Active,,14.33,8.3,False,True
SUB01528,02/09/26,Annual Essential,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Smart TV,24,Mission Impossible,Action,At-Risk,,7.65,6.5,True,False
SUB01529,02/08/26,Paramount+ with Showtime,CA,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Mobile,35,1923,Drama,Active,,14.9,9.1,False,True
SUB01530,02/01/26,Paramount+ with Showtime,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,50,The Agency,Thriller,Churned,02/20/26,12.08,5.5,False,True
SUB01531,02/04/26,Paramount+ with Showtime,CA,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Desktop,29,Dutton Ranch,Drama,New,,14.22,6.9,False,True
SUB01532,02/19/26,Annual Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,18,Criminal Minds,Procedural,New,,7.49,6.5,False,False
SUB01533,02/18/26,Paramount+ with Showtime,CA,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Tablet,34,Tracker,Action,Active,,14.36,9.3,False,True
SUB01534,02/15/26,Essential,UK,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Mobile,56,NFL,Sports,Active,,15.12,6.0,True,False
SUB01535,02/04/26,Annual Premium,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Smart TV,60,NFL,Sports,Active,,10.87,,True,False
SUB01536,02/20/26,Essential,CA,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Tablet,34,Coldwater,Drama,At-Risk,,14.16,,False,True
SUB01537,02/06/26,Annual Premium,MX,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Mobile,47,The Chi,Drama,At-Risk,,9.89,4.7,True,False
SUB01538,02/19/26,Annual Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Roku,18,Tracker,Action,At-Risk,,6.61,9.7,True,False
SUB01539,02/21/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Desktop,38,Sonic 3,Family,New,,14.62,5.8,True,True
SUB01540,02/10/26,Annual Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Roku,18,The Agency,Thriller,At-Risk,,6.75,6.5,True,False
SUB01541,02/27/26,Annual Essential,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Fire TV,31,Mayor of Kingstown,Drama,Active,,6.99,10.0,False,False
SUB01542,02/04/26,Essential,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Desktop,48,Sonic 3,Family,Active,,15.48,,False,False
SUB01543,02/22/26,Essential,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Fire TV,28,Sonic 3,Family,Active,,14.36,4.9,True,False
SUB01544,02/19/26,Annual Premium,CA,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Tablet,43,Sonic 3,Family,Churned,03/14/26,9.67,3.1,False,False
SUB01545,02/07/26,Paramount+ with Showtime,CA,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Tablet,43,Mayor of Kingstown,Drama,Active,,13.43,8.3,False,True
SUB01546,02/24/26,Paramount+ with Showtime,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Smart TV,18,NFL,Sports,Active,,12.83,7.7,False,True
SUB01547,02/26/26,Annual Premium,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Desktop,18,NFL,Sports,Churned,03/16/26,10.12,0.3,True,False
SUB01548,02/09/26,Essential,AU,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Fire TV,39,MobLand,Drama,Active,,15.07,6.0,True,False
SUB01549,02/21/26,Essential,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Desktop,46,Mayor of Kingstown,Drama,Churned,03/08/26,11.55,10.0,True,False
SUB01550,02/01/26,Annual Essential,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Mobile,37,Ghosts,Comedy,New,,7.18,,False,False
SUB01551,02/26/26,Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Mobile,34,The Madison,Drama,Active,,13.72,7.9,True,False
SUB01552,02/01/26,Essential,CA,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Fire TV,46,Lioness,Thriller,Active,,15.5,8.0,True,False
SUB01553,02/06/26,Annual Premium,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Fire TV,33,Love & Hip Hop Miami,Reality,At-Risk,,11.82,,False,False
SUB01554,02/06/26,Annual Premium,CA,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Smart TV,26,Boomerang,Comedy,New,,11.32,9.8,False,False
