,plan_encoded,country_encoded,acquisition_channel_encoded,primary_device_encoded,age_encoded,show_genre_encoded,lifecycle_stage_encoded,is_bundled_encoded,nps_score,has_showtime_add_on_encoded
1148,1,4,5,1,29,2,0,1,4.0,0
1149,0,4,0,5,8,3,2,0,5.6,0
1150,3,0,0,1,13,5,0,1,3.7,1
1151,2,1,0,4,12,2,0,1,0.1,0
1152,1,4,5,1,35,2,0,1,5.7,1
1153,2,4,1,3,3,1,1,1,10.0,0
1154,0,3,2,2,22,6,1,1,8.8,0
1155,0,4,2,5,1,7,2,0,5.6,0
1156,0,4,0,4,13,3,0,1,6.0,0
1157,2,2,4,2,18,4,2,1,6.6,0
1158,2,2,4,3,9,2,3,0,3.7,0
1159,3,4,3,0,0,2,1,1,9.0,1
1160,1,4,5,5,15,5,0,1,0.8,0
1161,0,4,3,0,19,2,3,0,4.3,0
1162,0,4,5,5,41,2,0,0,8.0,0
1163,0,3,5,4,0,5,0,1,5.8,0
1164,2,3,2,3,26,2,1,0,5.3,0
1165,3,4,0,3,47,7,0,1,8.3,1
1166,2,4,2,3,17,7,1,1,5.7,0
1167,3,4,5,2,11,1,0,0,6.4,1
1168,0,4,4,5,12,2,2,0,3.5,0
1169,0,4,3,3,19,7,1,0,7.6,0
1170,3,4,2,3,37,2,3,1,4.6,1
1171,0,4,4,5,0,7,0,1,7.5,0
1172,0,0,5,1,8,5,0,0,7.4,0
1173,0,4,5,1,0,4,3,0,7.6,1
1174,2,0,5,4,6,7,0,0,10.0,0
1175,1,4,5,2,3,2,0,1,6.1,0
1176,1,2,5,0,0,4,0,1,6.4,0
1177,0,4,5,5,46,2,1,0,6.4,0
1178,3,1,3,1,49,2,0,0,10.0,1
1179,0,4,2,2,8,4,3,1,6.4,0
1180,1,0,3,0,24,1,0,0,9.7,0
1181,2,4,0,1,4,4,0,0,9.5,1
1182,0,4,5,1,29,4,1,0,9.7,0
1183,0,4,3,0,19,2,0,1,5.3,0
1184,2,4,2,2,24,2,0,0,6.4,1
1185,3,1,0,5,19,2,0,1,6.4,1
1186,3,2,5,4,18,0,0,0,6.4,1
1187,3,4,5,3,9,1,3,1,1.7,1
1188,3,4,3,1,33,3,1,1,6.6,1
1189,3,4,0,0,35,3,0,0,7.0,1
1190,0,2,4,4,15,2,1,0,9.4,0
1191,2,4,2,1,22,7,3,0,3.7,0
1192,0,4,3,5,8,7,0,0,5.1,0
1193,3,4,5,3,5,1,2,0,10.0,1
1194,1,4,1,4,46,1,2,0,3.8,0
1195,1,4,0,1,1,6,1,0,5.0,0
1196,3,4,3,3,37,7,0,0,5.6,1
1197,1,1,3,4,28,3,2,0,10.0,0
1198,1,4,4,1,37,2,2,0,9.0,0
1199,1,3,3,2,34,0,0,0,7.2,0
1200,2,2,0,2,8,7,0,0,4.9,1
1201,0,2,3,2,20,2,4,0,8.2,0
1202,1,2,1,5,9,5,0,0,6.4,0
1203,3,0,1,2,14,7,0,0,6.6,1
1204,2,4,0,2,17,1,0,0,7.4,0
1205,3,4,4,4,30,2,0,0,4.3,1
1206,2,4,4,2,36,3,0,0,8.5,0
1207,2,0,2,3,24,1,1,1,2.1,0
1208,0,4,0,4,46,4,1,0,4.4,0
1209,1,4,4,0,30,1,2,0,3.1,0
1210,2,3,4,3,28,2,0,1,6.4,0
1211,2,4,3,2,30,2,2,0,6.4,0
1212,3,4,3,4,15,2,2,0,7.3,1
1213,2,2,2,2,26,2,4,1,5.4,0
1214,3,4,0,3,6,2,1,0,6.4,1
1215,2,4,3,0,4,2,3,1,6.4,0
1216,2,4,3,4,30,1,0,1,5.6,1
1217,0,4,0,3,27,1,3,0,7.5,0
1218,0,4,5,4,22,4,0,1,7.3,0
1219,3,1,1,3,0,1,3,0,6.9,1
1220,2,4,4,1,14,2,4,1,4.9,0
1221,0,4,3,5,24,7,0,1,9.1,0
1222,2,4,5,3,30,3,2,1,7.8,0
1223,0,4,4,0,24,4,4,0,8.8,0
1224,3,4,3,0,3,2,1,0,8.3,1
1225,3,0,5,5,21,3,0,1,6.7,1
1226,3,4,5,5,36,3,3,0,6.3,1
1227,3,4,2,5,14,7,1,0,6.9,1
1228,0,3,5,3,28,1,0,1,4.6,1
1229,3,4,5,3,23,2,2,1,9.3,1
1230,0,1,3,1,27,1,0,0,8.3,0
1231,3,4,1,2,34,1,1,0,8.4,1
1232,1,4,5,3,11,0,3,1,7.2,0
1233,1,4,0,0,16,1,0,0,8.8,0
1234,0,3,3,5,7,1,1,1,6.4,0
1235,2,1,1,4,24,5,0,0,5.3,1
1236,2,4,0,0,25,1,2,0,6.6,0
1237,2,1,5,4,1,2,1,0,7.1,0
1238,3,4,4,0,34,2,0,0,6.2,1
1239,0,2,3,5,52,0,2,1,6.4,0
1240,0,0,2,4,33,2,0,1,10.0,0
1241,3,4,4,3,0,2,4,0,5.1,1
1242,1,4,5,1,26,2,0,0,8.9,0
1243,3,0,1,3,0,6,3,1,8.4,1
1244,0,4,4,0,0,2,0,0,6.4,0
1245,3,4,5,0,18,5,4,0,6.4,1
1246,1,1,2,2,14,1,0,0,3.5,1
1247,3,4,2,3,27,6,3,0,7.2,1
1248,2,1,2,2,6,7,1,0,6.1,0
1249,3,4,0,3,22,6,0,0,9.6,1
1250,3,4,4,4,11,2,0,1,7.2,1
1251,2,4,3,0,13,3,1,1,5.0,1
1252,2,3,5,0,21,2,2,1,10.0,0
1253,1,4,4,2,19,5,3,0,6.4,0
1254,3,0,2,3,8,5,1,0,6.4,1
1255,2,4,0,5,20,1,0,0,4.4,0
1256,2,4,0,3,29,2,3,0,5.3,0
1257,1,4,0,1,13,2,2,1,4.8,0
1258,2,0,3,0,0,2,3,0,7.5,0
1259,0,4,4,5,2,7,4,1,1.9,0
1260,0,1,4,4,17,7,0,0,6.4,1
1261,1,0,1,4,3,6,1,0,7.5,0
1262,2,0,3,3,24,5,0,1,6.4,0
1263,0,4,3,3,38,2,3,0,7.8,0
1264,0,4,1,2,23,2,0,0,6.0,0
1265,0,0,4,1,15,4,4,1,6.1,0
1266,2,3,1,1,6,4,0,1,4.3,0
1267,2,4,2,3,0,3,0,0,3.8,0
1268,2,3,4,3,7,6,2,0,7.6,0
1269,0,2,1,2,0,4,0,0,7.9,0
1270,3,4,0,4,6,2,3,0,7.4,1
1271,1,4,4,1,21,2,1,0,3.7,0
1272,0,4,1,1,14,7,4,1,6.2,0
1273,3,4,1,5,3,4,2,0,5.6,1
1274,1,4,1,2,19,2,2,0,6.4,0
1275,1,2,3,4,36,1,2,0,3.9,0
1276,0,2,1,4,36,2,0,0,7.6,0
1277,0,4,5,0,12,2,3,0,8.8,0
1278,0,4,3,3,6,0,0,1,5.6,0
1279,1,4,0,5,25,2,0,1,4.4,0
1280,0,2,2,3,11,1,3,0,4.9,0
1281,2,4,3,2,0,2,2,1,10.0,0
1282,0,1,5,3,35,1,0,0,5.5,0
1283,2,4,2,4,0,5,0,0,5.3,0
1284,2,4,0,4,38,4,2,0,4.1,0
1285,1,4,0,5,17,2,1,1,3.4,0
1286,0,4,5,3,9,2,2,1,6.4,0
1287,3,3,3,0,8,7,2,0,6.5,1
1288,3,4,3,0,14,7,1,0,4.9,1
1289,1,3,4,4,43,6,0,1,6.8,0
1290,0,4,3,2,0,1,3,1,6.8,0
1291,0,3,2,0,0,2,0,0,4.9,0
1292,2,1,3,2,33,3,0,0,7.0,0
1293,1,4,4,2,17,1,0,0,7.2,0
1294,3,4,0,5,0,5,0,0,4.5,1
1295,0,4,1,4,27,3,0,0,6.4,0
1296,3,4,2,3,22,7,4,0,8.4,1
1297,0,4,1,0,28,1,3,0,4.7,0
1298,2,4,2,2,14,4,0,0,8.7,0
1299,1,1,4,0,29,4,1,1,7.4,0
1300,2,4,3,1,12,1,0,1,6.2,0
1301,2,4,0,4,6,2,3,0,10.0,1
1302,0,0,0,3,38,2,3,1,3.4,1
1303,1,4,4,1,9,7,0,0,3.4,0
1304,2,1,4,0,34,1,4,0,6.4,0
1305,2,4,5,3,18,2,1,0,6.3,0
1306,0,2,3,1,33,2,2,0,6.4,0
1307,3,2,0,3,23,6,0,0,5.7,1
1308,3,4,1,0,16,5,0,1,5.8,1
1309,3,2,4,2,26,2,1,1,3.9,1
1310,0,1,2,2,29,2,0,0,9.9,1
1311,1,4,0,0,30,7,1,0,6.4,0
1312,1,0,0,5,37,2,0,0,6.4,0
1313,3,3,1,5,9,2,0,0,7.3,1
1314,1,4,5,1,11,2,0,0,1.2,0
1315,1,1,2,2,32,4,1,0,7.7,1
1316,1,0,5,5,16,4,1,1,3.7,0
1317,2,4,2,0,8,1,0,1,10.0,0
1318,3,1,1,1,11,3,0,0,6.4,1
1319,1,4,1,1,16,1,0,1,9.0,0
1320,3,2,5,4,9,5,1,0,10.0,1
1321,3,1,2,5,30,4,2,0,5.2,1
1322,2,4,4,4,24,7,0,0,6.4,0
1323,3,0,3,4,38,3,0,1,6.4,1
1324,2,4,1,4,24,1,1,0,6.7,0
1325,3,1,5,4,22,2,0,0,7.6,1
1326,2,0,5,4,27,4,1,0,4.2,0
1327,0,4,0,0,42,0,3,0,10.0,0
1328,0,3,5,5,23,7,2,0,1.9,0
1329,0,4,2,0,12,3,0,1,10.0,0
1330,3,4,4,5,0,4,0,1,5.5,1
1331,0,1,0,2,30,7,1,0,2.0,0
1332,2,4,1,4,0,4,1,0,5.8,0
1333,3,0,0,0,25,2,4,1,4.6,1
1334,3,1,4,2,20,0,1,0,7.5,1
1335,2,4,2,2,28,1,0,1,6.4,0
1336,2,4,1,5,13,1,2,0,7.9,0
1337,3,3,3,0,0,7,3,1,4.3,1
1338,1,4,5,1,18,7,3,1,5.2,0
1339,0,3,1,2,29,2,4,1,5.4,1
1340,2,4,0,5,50,7,4,0,3.4,1
1341,1,3,4,1,30,4,0,0,5.0,0
1342,2,1,4,2,9,2,1,0,5.9,0
1343,0,3,4,5,31,4,0,0,8.4,0
1344,2,1,0,5,3,2,0,1,0.3,0
1345,3,4,3,1,33,2,1,1,7.6,1
1346,2,1,0,0,19,5,0,0,5.0,0
1347,1,2,3,3,30,4,3,1,2.9,0
1348,1,0,1,1,33,5,2,1,5.6,0
1349,0,0,1,2,56,0,0,0,6.3,0
1350,1,4,4,2,9,6,0,1,6.9,0
1351,0,4,5,2,22,2,0,0,4.3,0
1352,1,2,5,4,40,7,1,1,7.5,0
1353,2,4,2,5,16,3,0,0,8.1,0
1354,3,3,2,0,6,4,1,0,7.2,1
1355,1,2,3,1,11,4,1,1,6.9,0
1356,1,4,5,1,3,2,1,1,8.8,0
1357,1,4,0,4,10,2,1,0,3.1,0
1358,1,4,4,0,13,3,0,1,6.7,0
1359,1,4,5,0,0,1,2,0,5.6,0
1360,1,4,0,3,28,2,0,0,5.0,0
1361,2,4,5,0,0,0,0,1,9.4,0
1362,1,4,2,0,32,1,1,0,6.7,0
1363,2,3,1,5,14,4,1,1,4.1,0
1364,3,3,0,3,18,4,0,0,6.4,1
1365,2,4,0,5,5,6,2,0,7.8,0
1366,2,3,0,3,18,1,2,0,6.7,0
1367,0,4,2,3,9,2,4,0,9.5,0
1368,1,4,1,0,19,1,1,1,7.0,0
1369,0,2,4,2,38,2,0,0,6.1,0
1370,0,1,4,5,36,1,3,0,4.8,0
1371,0,4,0,1,0,3,1,0,10.0,0
1372,0,0,4,5,16,4,0,1,2.3,0
1373,0,3,5,2,5,3,0,0,5.2,0
1374,2,1,4,3,33,1,3,0,7.0,0
1375,2,0,5,4,4,2,0,0,4.6,0
1376,2,4,3,4,9,5,0,1,6.4,0
1377,2,4,3,3,20,2,4,1,6.4,0
1378,3,4,5,4,18,7,0,0,5.6,1
1379,1,0,5,3,24,4,0,1,6.4,1
1380,0,1,5,1,28,2,0,0,10.0,0
1381,3,1,5,1,24,4,3,0,3.2,1
1382,0,4,3,1,25,1,0,1,6.3,0
1383,1,4,2,4,23,4,0,1,6.4,0
1384,0,4,2,5,21,4,2,1,4.9,0
1385,0,2,2,3,16,1,0,0,7.7,0
1386,0,4,0,2,10,4,0,0,6.7,1
1387,1,4,3,1,26,2,0,0,5.9,0
1388,3,4,5,4,13,1,1,0,8.2,1
1389,0,3,1,4,16,2,0,0,8.7,0
1390,3,4,3,3,0,7,0,1,6.1,1
1391,3,4,0,1,6,2,0,0,6.1,1
1392,1,0,2,1,19,2,2,0,6.4,0
1393,2,0,3,2,15,4,3,1,7.1,0
1394,2,4,5,1,8,2,0,0,5.2,0
1395,0,3,4,2,25,7,0,1,10.0,0
1396,2,1,1,2,14,2,0,0,6.4,0
1397,2,4,3,5,23,7,3,0,9.3,0
1398,2,2,4,0,0,4,0,0,5.4,0
1399,0,4,3,0,0,2,0,1,0.0,0
1400,0,4,3,2,23,2,0,1,4.1,0
1401,0,0,2,4,6,2,0,0,6.7,0
1402,0,4,3,1,26,3,0,0,6.4,0
1403,0,2,3,0,4,4,3,1,5.9,0
1404,2,1,5,3,31,3,2,0,2.4,0
1405,1,1,4,3,27,4,1,0,10.0,0
1406,2,4,2,3,24,2,2,1,2.5,0
1407,2,1,4,0,31,4,0,0,6.5,0
1408,2,4,1,0,0,2,0,1,7.6,0
1409,2,1,3,5,25,1,4,0,7.1,0
1410,3,4,1,3,0,5,1,0,9.5,1
1411,3,4,3,2,27,2,2,0,6.4,1
1412,1,2,3,0,40,7,0,0,5.7,0
1413,0,4,3,1,18,1,1,1,2.4,0
1414,3,4,2,1,11,1,0,1,8.0,1
1415,0,4,5,1,0,2,0,1,6.9,0
1416,1,3,1,1,26,6,0,0,6.4,0
1417,1,4,0,4,22,7,2,0,7.0,1
1418,0,4,1,5,23,3,2,0,6.4,0
1419,2,4,2,0,39,7,1,0,6.3,0
1420,0,4,2,5,33,4,0,1,5.9,1
1421,3,4,4,3,15,2,0,0,6.4,1
1422,3,4,2,0,24,2,3,1,2.1,1
1423,1,4,3,1,33,2,3,0,6.2,0
1424,1,4,5,1,0,4,2,1,4.1,0
1425,1,2,2,0,18,5,1,0,5.2,0
1426,3,2,5,4,19,2,0,0,6.4,1
1427,0,4,5,5,0,0,3,1,9.1,0
1428,3,4,0,4,9,6,1,0,6.9,1
1429,3,4,0,1,22,4,0,0,9.8,1
1430,3,3,2,4,27,4,0,1,5.6,1
1431,3,1,0,2,17,6,0,0,9.2,1
1432,0,2,3,5,5,1,0,0,6.8,0
1433,0,4,0,5,8,1,0,0,5.6,0
1434,3,4,4,4,6,6,0,0,6.4,1
1435,2,3,5,0,0,4,4,0,5.1,0
1436,0,4,1,0,17,1,0,1,5.5,0
1437,2,0,4,1,0,4,3,1,7.6,1
1438,2,1,1,1,14,4,0,1,8.7,0
1439,0,3,4,3,35,1,0,0,6.8,0
1440,2,4,3,2,19,4,1,0,6.3,0
1441,2,1,2,3,4,2,0,1,4.8,0
1442,2,4,0,0,11,1,0,0,8.5,0
1443,2,1,5,4,14,2,0,0,8.0,0
1444,2,4,0,2,30,4,0,1,6.9,0
1445,3,4,3,0,10,2,4,0,2.8,1
1446,2,1,4,0,0,2,0,0,5.8,0
1447,2,4,4,0,22,2,0,0,10.0,0
1448,1,3,4,1,10,2,1,0,6.6,0
1449,3,4,4,0,0,0,0,0,4.4,1
1450,2,4,3,1,0,2,0,0,6.6,0
1451,3,4,2,3,0,3,0,0,7.4,1
1452,3,2,3,1,23,7,1,0,5.8,1
1453,2,4,2,5,29,2,3,0,7.2,0
1454,3,0,2,4,23,4,2,0,6.4,1
1455,2,1,1,1,49,6,4,1,5.3,0
1456,0,2,3,0,10,3,4,0,7.0,0
1457,3,4,3,0,12,2,0,1,4.1,1
1458,2,3,5,0,33,2,0,1,7.9,0
1459,0,4,3,2,48,4,0,0,7.1,0
1460,3,2,4,3,22,7,3,0,6.9,1
1461,1,4,1,5,22,1,3,0,5.2,0
1462,1,1,1,0,10,0,0,1,3.3,0
1463,2,2,4,1,28,2,0,0,7.6,0
1464,0,4,4,5,24,6,0,0,5.3,0
1465,0,4,0,4,0,0,3,0,4.5,0
1466,0,4,2,3,35,1,0,1,6.4,0
1467,2,4,2,0,35,0,1,0,4.6,0
1468,2,4,0,0,18,2,1,0,6.4,0
1469,0,0,4,4,14,7,1,0,7.7,0
1470,1,0,4,2,10,0,1,0,6.4,0
1471,1,2,2,3,0,2,2,0,6.9,0
1472,2,1,4,1,23,2,2,0,2.2,0
1473,0,4,5,2,0,0,0,1,9.5,0
1474,0,2,1,0,37,2,0,1,8.6,0
1475,2,4,5,0,4,4,3,0,7.3,0
1476,3,1,3,0,21,5,2,1,5.4,1
1477,3,4,0,2,0,2,0,1,6.4,1
1478,1,4,0,2,12,2,0,1,6.4,0
1479,0,3,3,1,16,3,2,0,5.8,0
1480,0,4,3,5,1,1,0,0,7.0,0
1481,2,1,0,5,29,0,0,0,2.2,0
1482,3,1,5,0,7,2,2,0,6.7,1
1483,3,2,1,1,40,6,0,1,6.4,1
1484,2,2,0,5,36,7,3,0,7.2,0
1485,0,1,0,3,24,2,2,0,6.4,0
1486,1,4,2,0,0,4,3,0,8.0,0
1487,0,2,0,5,45,7,4,1,6.4,0
1488,1,4,1,3,11,1,0,0,6.4,0
1489,2,4,4,4,25,2,0,1,6.7,0
1490,3,1,0,2,24,4,3,0,9.3,1
1491,2,2,0,1,27,4,3,0,8.4,0
1492,3,1,1,0,13,7,2,0,8.2,1
1493,3,0,1,3,34,4,1,0,3.9,1
1494,2,0,2,0,8,2,0,0,7.7,0
1495,0,4,3,2,0,4,1,0,7.4,0
1496,0,4,1,3,32,1,4,0,6.5,0
1497,2,1,5,1,6,4,0,1,5.2,0
1498,3,2,4,1,31,4,1,1,10.0,1
1499,2,3,1,1,35,2,4,0,6.4,0
1500,3,4,3,0,6,7,3,0,6.4,1
1501,1,4,5,3,25,4,3,0,6.0,0
1502,0,3,2,3,29,3,0,0,7.1,0
1503,3,2,1,4,19,4,1,1,3.9,1
1504,0,2,1,2,11,1,0,0,4.4,0
1505,1,4,2,1,7,2,3,0,5.6,0
1506,2,4,5,1,24,5,0,0,6.4,0
1507,3,3,0,5,35,2,0,0,7.6,1
1508,0,4,1,1,36,4,0,0,9.0,0
1509,2,4,5,1,30,7,4,1,6.4,0
1510,1,4,0,1,22,5,2,0,8.6,1
1511,2,1,3,1,7,4,0,1,6.4,0
1512,0,3,0,4,23,4,0,1,5.8,0
1513,3,1,4,2,30,2,0,1,6.4,1
1514,3,4,4,0,0,4,3,1,5.2,1
1515,3,4,3,2,28,2,2,0,6.3,1
1516,1,0,3,3,25,2,4,0,6.0,0
1517,1,4,2,1,31,1,0,1,8.4,0
1518,0,3,4,5,18,6,0,0,6.4,0
1519,2,1,0,5,25,7,1,0,6.4,0
1520,2,3,0,1,5,4,1,1,6.4,0
1521,2,4,0,1,23,0,0,1,8.2,0
1522,1,4,5,0,31,4,1,0,3.8,0
1523,3,0,0,3,20,4,3,0,5.2,1
1524,2,2,1,2,31,4,3,1,5.2,1
1525,2,2,5,4,16,1,0,1,3.9,0
1526,3,4,5,5,12,2,0,0,8.3,1
1527,0,4,3,4,6,0,1,1,6.5,0
1528,3,1,4,2,17,2,0,0,9.1,1
1529,3,4,0,4,32,7,2,0,5.5,1
1530,3,1,3,0,11,2,3,0,6.9,1
1531,0,4,0,5,0,4,3,0,6.5,0
1532,3,1,2,5,16,0,0,0,9.3,1
1533,2,3,1,2,38,6,0,1,6.0,0
1534,1,4,0,4,42,6,0,1,6.4,0
1535,2,1,1,5,16,2,1,0,6.4,1
1536,1,2,3,2,29,2,1,1,4.7,0
1537,0,4,5,3,0,0,1,1,9.7,0
1538,3,4,4,0,20,3,3,1,5.8,1
1539,0,4,2,3,0,7,1,1,6.5,0
1540,0,4,2,1,13,2,0,0,10.0,0
1541,2,4,2,0,30,3,0,0,6.4,0
1542,2,4,5,1,10,3,0,1,4.9,0
1543,1,1,3,5,25,3,2,0,3.1,0
1544,3,1,5,5,25,2,0,0,8.3,1
1545,3,4,1,4,0,6,0,0,7.7,1
1546,1,4,5,0,0,6,2,1,0.3,0
1547,2,0,3,1,21,2,0,1,6.0,0
1548,2,4,5,0,28,2,2,1,10.0,0
1549,0,4,0,2,19,1,3,0,6.4,0
1550,2,4,0,2,16,2,0,1,7.9,0
1551,2,1,5,1,28,7,0,1,8.0,0
1552,1,4,0,1,15,5,1,0,6.4,0
1553,1,1,3,4,8,1,3,0,9.8,0
1554,3,1,1,5,12,2,0,0,6.4,1
1555,2,1,2,0,17,0,0,1,6.4,0
1556,3,4,5,3,8,5,1,1,6.6,1
1557,3,0,3,0,0,2,1,0,7.6,1
1558,3,0,3,0,31,2,1,0,4.4,1
1559,2,4,4,1,35,4,4,1,8.4,0
1560,3,2,0,3,16,7,3,0,5.2,1
1561,0,4,0,1,10,2,0,1,4.2,1
1562,3,4,3,2,8,4,1,0,4.4,1
1563,3,2,4,2,13,2,1,1,6.3,1
1564,3,4,5,5,33,1,4,1,7.7,1
1565,1,4,2,2,17,0,1,0,7.6,0
1566,2,4,5,5,21,4,0,0,5.5,0
1567,2,4,1,5,0,5,0,0,8.0,0
1568,2,1,0,1,28,0,1,1,6.2,0
1569,2,4,4,3,13,4,2,0,8.6,0
1570,2,4,1,2,11,1,3,0,7.8,0
1571,2,4,0,3,24,6,3,0,6.7,0
1572,1,2,1,4,53,1,1,0,9.1,0
1573,3,4,3,2,21,2,2,1,8.7,1
1574,2,4,5,1,20,2,3,1,5.8,0
1575,3,4,3,1,0,7,4,0,7.0,1
1576,3,2,2,1,42,2,0,0,6.5,1
1577,2,4,5,5,19,6,2,0,4.2,0
1578,2,1,2,1,24,4,0,1,8.6,0
1579,0,0,4,3,20,7,3,0,6.4,1
1580,1,4,5,0,27,2,0,0,7.6,1
1581,1,3,2,1,25,2,3,0,10.0,0
1582,2,4,5,1,21,2,0,1,4.1,0
1583,3,0,3,4,21,5,0,0,8.9,1
1584,0,4,2,4,16,4,2,0,6.4,1
1585,3,4,2,5,24,7,0,0,6.4,1
1586,2,4,0,1,10,7,0,0,6.4,0
1587,3,1,0,1,29,4,2,0,8.0,1
1588,0,4,3,2,6,7,3,0,7.0,0
1589,3,1,3,4,16,1,1,1,6.4,1
1590,1,1,0,4,20,0,0,0,4.4,0
1591,1,0,2,3,20,2,0,1,1.4,0
1592,1,4,3,2,19,7,0,1,9.1,0
1593,1,1,2,2,0,2,0,0,7.1,0
1594,1,4,3,1,0,4,2,0,4.3,0
1595,1,1,5,5,15,0,0,0,6.4,0
1596,0,4,3,0,0,3,3,0,6.1,1
1597,1,4,0,3,14,1,1,0,6.2,0
1598,0,4,2,3,17,4,3,0,6.4,0
1599,1,4,2,1,0,5,0,0,2.0,0
1600,2,3,5,4,27,2,0,0,6.4,0
1601,1,4,1,0,10,4,3,1,5.9,0
1602,2,4,2,2,9,2,3,0,7.9,0
1603,0,4,5,0,14,4,0,0,8.2,1
1604,0,4,2,4,29,2,0,0,4.7,1
1605,3,4,1,3,16,2,3,0,9.4,1
1606,3,4,1,3,28,1,0,1,5.9,1
1607,1,4,5,1,17,2,3,0,6.4,0
1608,0,4,1,3,19,2,1,0,7.0,0
1609,0,3,5,1,31,2,0,1,8.5,0
1610,2,3,3,5,32,4,0,1,3.9,1
1611,1,4,2,2,28,5,0,0,2.3,0
1612,3,4,2,1,13,3,0,0,4.8,1
1613,1,4,2,5,10,7,3,1,4.7,0
1614,0,4,5,3,29,2,2,0,6.2,0
1615,3,4,3,0,27,2,4,0,1.7,1
1616,0,4,1,0,12,2,3,0,7.6,0
1617,1,0,1,5,55,1,1,0,7.7,1
1618,3,1,1,0,36,7,1,1,10.0,1
1619,1,1,5,4,33,2,0,0,6.8,0
1620,2,1,5,4,13,4,4,1,4.7,0
1621,1,3,2,1,1,2,2,0,6.3,0
1622,0,2,4,4,22,6,4,1,6.4,0
1623,0,1,4,5,12,5,3,0,10.0,0
1624,2,3,2,4,2,1,0,0,7.0,0
1625,3,4,1,4,5,1,0,0,3.6,1
1626,1,1,5,4,10,0,3,0,8.6,0
1627,1,4,0,4,39,2,0,0,4.6,0
1628,2,4,1,2,28,7,2,0,5.5,0
1629,2,4,4,4,42,0,0,0,7.0,0
1630,0,4,4,4,8,2,0,0,3.8,0
1631,3,4,2,3,18,5,3,1,6.4,1
1632,0,4,3,5,0,7,1,1,4.0,0
1633,2,3,2,2,28,7,0,1,5.6,0
1634,3,4,0,0,5,1,3,0,6.4,1
1635,3,4,0,5,32,2,2,1,6.4,1
1636,0,4,3,1,23,6,4,0,4.7,0
1637,1,4,2,5,38,2,1,0,8.3,0
1638,3,4,4,3,2,7,0,0,7.0,1
1639,0,3,1,3,14,2,1,0,6.4,1
1640,1,0,4,1,43,3,0,1,7.2,0
1641,3,1,3,2,39,7,2,1,7.5,1
1642,3,0,4,0,13,6,0,0,7.0,1
1643,0,4,4,4,17,2,3,0,8.9,0
1644,3,4,0,2,41,0,0,0,9.0,1
1645,3,2,3,5,27,6,0,1,6.5,1
1646,1,4,4,1,33,2,0,0,3.4,1
1647,0,0,1,3,17,6,0,0,6.4,0
1648,3,4,2,2,44,7,1,0,8.8,1
1649,3,1,5,4,1,1,1,1,5.7,1
1650,1,2,0,5,23,0,1,0,9.3,0
1651,1,4,1,4,33,7,0,0,6.4,0
1652,1,4,3,3,17,2,2,0,6.4,0
1653,2,4,4,0,27,1,0,1,5.8,0
1654,2,4,2,5,18,1,3,1,6.4,0
1655,2,1,1,5,16,2,0,0,4.4,0
1656,0,2,5,1,15,7,3,0,9.7,0
1657,3,4,5,2,18,7,1,0,4.3,1
1658,2,3,3,3,0,3,1,0,3.5,0
1659,2,4,3,4,21,3,0,1,7.4,0
1660,1,4,3,5,3,6,0,0,8.5,0
1661,2,0,4,3,17,0,4,1,7.7,0
1662,2,0,3,4,16,7,0,0,6.7,0
1663,0,1,3,0,53,2,1,0,1.9,0
1664,0,3,2,3,18,5,0,1,7.7,0
1665,2,4,3,0,19,1,1,0,8.1,0
1666,2,2,0,5,31,3,1,1,4.6,0
1667,1,2,1,3,13,4,0,1,2.5,0
1668,1,4,5,1,30,3,0,0,6.4,0
1669,0,1,2,2,26,3,4,0,4.9,1
1670,1,4,1,4,42,2,2,0,8.1,0
1671,2,3,2,0,16,0,0,0,6.7,1
1672,1,3,5,0,0,6,1,1,6.4,0
1673,2,4,2,3,25,2,0,0,6.4,0
1674,0,2,1,5,17,2,3,0,3.0,0
1675,0,1,4,4,2,4,0,1,4.2,1
1676,3,4,4,1,38,1,3,0,6.5,1
1677,2,0,3,3,37,7,1,0,8.1,0
1678,1,2,1,3,30,3,1,1,6.4,0
1679,2,3,1,3,10,2,0,0,10.0,0
1680,1,4,1,5,26,0,4,1,6.4,0
1681,0,4,3,0,8,3,0,0,8.3,1
1682,3,0,1,0,0,6,0,0,6.5,1
1683,1,4,0,2,17,2,1,0,6.4,0
1684,2,4,5,0,24,2,3,0,6.4,0
1685,3,1,4,5,4,7,0,0,8.1,1
1686,2,0,5,0,18,2,0,0,6.4,0
1687,2,3,5,4,34,2,0,0,5.8,0
1688,3,4,3,1,30,7,2,0,6.0,1
1689,2,4,1,0,42,5,0,1,6.5,0
1690,2,4,1,5,3,4,0,0,6.4,0
1691,2,4,5,3,0,3,0,0,6.9,0
1692,2,1,4,3,20,3,4,0,8.8,0
1693,1,4,2,1,40,2,0,0,6.4,0
1694,1,4,5,1,21,0,0,0,6.4,1
1695,3,4,5,1,52,2,2,1,6.5,1
1696,0,1,0,4,21,4,1,0,6.4,0
1697,1,4,3,4,10,4,3,0,3.4,0
1698,3,4,2,2,18,1,0,0,5.7,1
1699,0,2,1,0,4,5,2,1,4.8,0
1700,2,0,4,0,34,5,0,0,7.6,0
1701,1,4,1,1,21,4,1,1,7.4,0
1702,2,4,3,3,5,7,0,1,6.4,0
1703,1,1,1,4,21,2,4,1,5.4,0
