subscriber_id,signup_date,plan,country,acquisition_channel,campaign_id,campaign_start_date,campaign_end_date,primary_device,age,signup_show,show_genre,lifecycle_stage,churn_date,monthly_spend_usd,is_bundled,has_showtime_add_on,total_spend,total_signups,avg_roas,plan_price
SUB01485,02/22/26,Essential,MX,Digital,CMP011,02/15/26,04/01/26,Tablet,54,The Guest,Thriller,New,,14.07,False,False,45566.52,49,0.15,13.99
SUB01486,02/03/26,Annual Essential,CA,Digital,CMP010,01/15/26,03/31/26,Roku,42,Landman,Drama,Churned,02/16/26,4.84,False,False,40279.22,40,0.14,7.5
SUB01487,02/05/26,Annual Premium,US,Radio,CMP005,03/01/26,04/30/26,Desktop,18,Criminal Minds,Procedural,New,,12.69,False,False,22144.53,14,0.09,11.67
SUB01488,02/14/26,Annual Essential,MX,Digital,CMP010,01/15/26,03/31/26,Tablet,63,The Agency,Thriller,Reactivated,,7.2,True,False,40279.22,40,0.14,7.5
SUB01489,02/14/26,Annual Premium,US,OOH,CMP012,01/08/26,04/30/26,Roku,29,Boomerang,Comedy,Active,,12.28,False,False,46356.88,40,0.12,11.67
SUB01490,02/07/26,Essential,US,Streaming,CMP008,01/20/26,02/28/26,Smart TV,43,Dutton Ranch,Drama,Active,,14.08,True,False,33297.18,27,0.11,13.99
SUB01491,02/20/26,Paramount+ with Showtime,CA,Digital,CMP011,02/15/26,04/01/26,Mobile,42,Criminal Minds,Procedural,New,,15.26,False,True,45566.52,49,0.15,13.99
SUB01492,02/10/26,Essential,MX,Digital,CMP009,01/01/26,04/30/26,Fire TV,45,NCIS,Procedural,New,,13.34,False,False,70866.81,75,0.1475,13.99
SUB01493,02/11/26,Paramount+ with Showtime,CA,OOH,CMP012,01/08/26,04/30/26,Desktop,31,Dexter,Thriller,Churned,03/30/26,11.4,False,True,46356.88,40,0.12,13.99
SUB01494,02/17/26,Paramount+ with Showtime,AU,OOH,CMP012,01/08/26,04/30/26,Roku,52,Watson,Procedural,At-Risk,,14.63,False,True,46356.88,40,0.12,13.99
SUB01495,02/18/26,Essential,AU,Radio,CMP005,03/01/26,04/30/26,Desktop,26,Tulsa King,Drama,Active,,14.21,False,False,22144.53,14,0.09,13.99
SUB01496,02/19/26,Annual Essential,US,Social,CMP015,02/05/26,04/05/26,Mobile,18,Boston Blue,Procedural,At-Risk,,6.89,False,False,22618.05,24,0.15,7.5
SUB01497,02/01/26,Annual Essential,US,OOH,CMP012,01/08/26,04/30/26,Roku,50,South Park,Comedy,Reactivated,,8.19,False,False,46356.88,40,0.12,7.5
SUB01498,02/14/26,Essential,CA,TV,CMP002,01/10/26,02/15/26,Fire TV,24,Watson,Procedural,Active,,12.63,True,False,61748.08,36,0.08,13.99
SUB01499,02/23/26,Paramount+ with Showtime,MX,Streaming,CMP008,01/20/26,02/28/26,Fire TV,49,NCIS,Procedural,At-Risk,,11.83,True,True,33297.18,27,0.11,13.99
SUB01500,02/06/26,Essential,UK,OOH,CMP013,02/01/26,04/15/26,Fire TV,53,1923,Drama,Reactivated,,13.35,False,False,27040.0,25,0.13,13.99
SUB01501,02/26/26,Paramount+ with Showtime,US,Social,CMP015,02/05/26,04/05/26,Desktop,24,The Guest,Thriller,New,,12.29,False,True,22618.05,24,0.15,13.99
SUB01502,02/26/26,Annual Premium,US,TV,CMP003,02/01/26,03/31/26,Roku,43,Watson,Procedural,New,,12.2,False,False,41503.22,26,0.09,11.67
SUB01503,02/01/26,Annual Essential,UK,Radio,CMP005,03/01/26,04/30/26,Roku,47,Paw Patrol,Family,Active,,8.82,False,False,22144.53,14,0.09,7.5
SUB01504,02/20/26,Paramount+ with Showtime,MX,OOH,CMP012,01/08/26,04/30/26,Smart TV,37,Criminal Minds,Procedural,At-Risk,,12.9,True,True,46356.88,40,0.12,13.99
SUB01505,02/21/26,Annual Essential,MX,OOH,CMP013,02/01/26,04/15/26,Mobile,29,Boomerang,Comedy,Active,,5.71,False,False,27040.0,25,0.13,7.5
SUB01506,02/14/26,Annual Premium,US,Radio,CMP005,03/01/26,04/30/26,Fire TV,25,The Madison,Drama,New,,11.87,False,False,22144.53,14,0.09,11.67
SUB01507,02/19/26,Essential,US,TV,CMP001,01/05/26,02/28/26,Fire TV,42,RuPaul Drag Race All Stars,Reality,Active,,13.62,False,False,56894.89,36,0.0849999999999999,13.99
SUB01508,02/11/26,Paramount+ with Showtime,UK,Digital,CMP011,02/15/26,04/01/26,Tablet,53,Landman,Drama,Active,,16.71,False,True,45566.52,49,0.15,13.99
SUB01509,02/27/26,Annual Essential,US,OOH,CMP013,02/01/26,04/15/26,Fire TV,54,Boston Blue,Procedural,Active,,6.82,False,False,27040.0,25,0.13,7.5
SUB01510,02/14/26,Essential,US,TV,CMP002,01/10/26,02/15/26,Fire TV,48,Lioness,Thriller,Reactivated,,13.29,True,False,61748.08,36,0.08,13.99
SUB01511,02/25/26,Annual Premium,US,Digital,CMP010,01/15/26,03/31/26,Fire TV,40,RuPaul Drag Race All Stars,Reality,Churned,03/28/26,11.25,False,True,40279.22,40,0.14,11.67
SUB01512,02/28/26,Essential,CA,Social,CMP016,03/01/26,04/30/26,Fire TV,25,Elsbeth,Procedural,Active,,12.68,True,False,13079.15,14,0.15,13.99
SUB01513,02/10/26,Annual Essential,UK,Digital,CMP009,01/01/26,04/30/26,Smart TV,41,Boston Blue,Procedural,Active,,7.35,True,False,70866.81,75,0.1475,7.5
SUB01514,02/01/26,Paramount+ with Showtime,CA,Streaming,CMP008,01/20/26,02/28/26,Mobile,48,1923,Drama,Active,,15.08,True,True,33297.18,27,0.11,13.99
SUB01515,02/26/26,Paramount+ with Showtime,US,Streaming,CMP008,01/20/26,02/28/26,Desktop,18,Watson,Procedural,New,,13.58,True,True,33297.18,27,0.11,13.99
SUB01516,02/23/26,Paramount+ with Showtime,US,Social,CMP016,03/01/26,04/30/26,Mobile,46,The Madison,Drama,Churned,03/13/26,12.99,False,True,13079.15,14,0.15,13.99
SUB01517,02/26/26,Annual Premium,AU,Social,CMP016,03/01/26,04/30/26,Roku,43,Dutton Ranch,Drama,Reactivated,,13.31,False,False,13079.15,14,0.15,11.67
SUB01518,02/05/26,Annual Premium,US,Radio,CMP005,03/01/26,04/30/26,Fire TV,49,South Park,Comedy,Active,,10.75,True,False,22144.53,14,0.09,11.67
SUB01519,02/16/26,Annual Essential,UK,Streaming,CMP008,01/20/26,02/28/26,Tablet,36,UFC,Sports,Active,,7.07,False,False,33297.18,27,0.11,7.5
SUB01520,02/08/26,Essential,CA,Digital,CMP011,02/15/26,04/01/26,Tablet,43,The Agency,Thriller,At-Risk,,14.42,False,False,45566.52,49,0.15,13.99
SUB01521,02/19/26,Essential,UK,Digital,CMP009,01/01/26,04/30/26,Fire TV,23,Criminal Minds,Procedural,At-Risk,,13.25,True,False,70866.81,75,0.1475,13.99
SUB01522,02/21/26,Essential,US,Digital,CMP011,02/15/26,04/01/26,Fire TV,41,Tracker,Action,Active,,13.29,True,False,45566.52,49,0.15,13.99
SUB01523,02/05/26,Annual Premium,US,TV,CMP003,02/01/26,03/31/26,Desktop,49,Elsbeth,Procedural,At-Risk,,13.1,False,False,41503.22,26,0.09,11.67
SUB01524,02/01/26,Paramount+ with Showtime,AU,Digital,CMP010,01/15/26,03/31/26,Roku,38,Elsbeth,Procedural,New,,13.98,False,True,40279.22,40,0.14,13.99
SUB01525,02/05/26,Essential,MX,OOH,CMP013,02/01/26,04/15/26,Mobile,49,NCIS,Procedural,New,,11.54,True,True,27040.0,25,0.13,13.99
SUB01526,02/07/26,Essential,MX,TV,CMP002,01/10/26,02/15/26,Smart TV,34,The Curse,Comedy,Active,,13.54,True,False,61748.08,36,0.08,13.99
SUB01527,02/01/26,Paramount+ with Showtime,US,TV,CMP001,01/05/26,02/28/26,Tablet,30,The Offer,Drama,Active,,14.33,False,True,56894.89,36,0.0849999999999999,13.99
SUB01528,02/09/26,Annual Essential,US,Social,CMP016,03/01/26,04/30/26,Smart TV,24,Mission Impossible,Action,At-Risk,,7.65,True,False,13079.15,14,0.15,7.5
SUB01529,02/08/26,Paramount+ with Showtime,CA,Streaming,CMP006,01/12/26,04/15/26,Mobile,35,1923,Drama,Active,,14.9,False,True,69517.64,55,0.11,13.99
SUB01530,02/01/26,Paramount+ with Showtime,US,Digital,CMP011,02/15/26,04/01/26,Smart TV,50,The Agency,Thriller,Churned,02/20/26,12.08,False,True,45566.52,49,0.15,13.99
SUB01531,02/04/26,Paramount+ with Showtime,CA,Social,CMP014,01/10/26,03/10/26,Desktop,29,Dutton Ranch,Drama,New,,14.22,False,True,25458.31,29,0.16,13.99
SUB01532,02/19/26,Annual Essential,US,Digital,CMP011,02/15/26,04/01/26,Tablet,18,Criminal Minds,Procedural,New,,7.49,False,False,45566.52,49,0.15,7.5
SUB01533,02/18/26,Paramount+ with Showtime,CA,Radio,CMP004,01/06/26,03/15/26,Tablet,34,Tracker,Action,Active,,14.36,False,True,41237.74,27,0.09,13.99
SUB01534,02/15/26,Essential,UK,OOH,CMP012,01/08/26,04/30/26,Mobile,56,NFL,Sports,Active,,15.12,True,False,46356.88,40,0.12,13.99
SUB01535,02/04/26,Annual Premium,US,Digital,CMP010,01/15/26,03/31/26,Smart TV,60,NFL,Sports,Active,,10.87,True,False,40279.22,40,0.14,11.67
SUB01536,02/20/26,Essential,CA,OOH,CMP012,01/08/26,04/30/26,Tablet,34,Coldwater,Drama,At-Risk,,14.16,False,True,46356.88,40,0.12,13.99
SUB01537,02/06/26,Annual Premium,MX,Social,CMP016,03/01/26,04/30/26,Mobile,47,The Chi,Drama,At-Risk,,9.89,True,False,13079.15,14,0.15,11.67
SUB01538,02/19/26,Annual Essential,US,TV,CMP001,01/05/26,02/28/26,Roku,18,Tracker,Action,At-Risk,,6.61,True,False,56894.89,36,0.0849999999999999,7.5
SUB01539,02/21/26,Paramount+ with Showtime,US,Streaming,CMP006,01/12/26,04/15/26,Desktop,38,Sonic 3,Family,New,,14.62,True,True,69517.64,55,0.11,13.99
SUB01540,02/10/26,Annual Essential,US,Radio,CMP004,01/06/26,03/15/26,Roku,18,The Agency,Thriller,At-Risk,,6.75,True,False,41237.74,27,0.09,7.5
SUB01541,02/27/26,Annual Essential,US,Radio,CMP005,03/01/26,04/30/26,Fire TV,31,Mayor of Kingstown,Drama,Active,,6.99,False,False,22144.53,14,0.09,7.5
SUB01542,02/04/26,Essential,US,Radio,CMP005,03/01/26,04/30/26,Desktop,48,Sonic 3,Family,Active,,15.48,False,False,22144.53,14,0.09,13.99
SUB01543,02/22/26,Essential,US,TV,CMP003,02/01/26,03/31/26,Fire TV,28,Sonic 3,Family,Active,,14.36,True,False,41503.22,26,0.09,13.99
SUB01544,02/19/26,Annual Premium,CA,Social,CMP016,03/01/26,04/30/26,Tablet,43,Sonic 3,Family,Churned,03/14/26,9.67,False,False,13079.15,14,0.15,11.67
SUB01545,02/07/26,Paramount+ with Showtime,CA,TV,CMP001,01/05/26,02/28/26,Tablet,43,Mayor of Kingstown,Drama,Active,,13.43,False,True,56894.89,36,0.0849999999999999,13.99
SUB01546,02/24/26,Paramount+ with Showtime,US,OOH,CMP012,01/08/26,04/30/26,Smart TV,18,NFL,Sports,Active,,12.83,False,True,46356.88,40,0.12,13.99
SUB01547,02/26/26,Annual Premium,US,TV,CMP001,01/05/26,02/28/26,Desktop,18,NFL,Sports,Churned,03/16/26,10.12,True,False,56894.89,36,0.0849999999999999,11.67
SUB01548,02/09/26,Essential,AU,Social,CMP015,02/05/26,04/05/26,Fire TV,39,MobLand,Drama,Active,,15.07,True,False,22618.05,24,0.15,13.99
SUB01549,02/21/26,Essential,US,TV,CMP003,02/01/26,03/31/26,Desktop,46,Mayor of Kingstown,Drama,Churned,03/08/26,11.55,True,False,41503.22,26,0.09,13.99
SUB01550,02/01/26,Annual Essential,US,Digital,CMP010,01/15/26,03/31/26,Mobile,37,Ghosts,Comedy,New,,7.18,False,False,40279.22,40,0.14,7.5
SUB01551,02/26/26,Essential,US,Digital,CMP011,02/15/26,04/01/26,Mobile,34,The Madison,Drama,Active,,13.72,True,False,45566.52,49,0.15,13.99
SUB01552,02/01/26,Essential,CA,TV,CMP003,02/01/26,03/31/26,Fire TV,46,Lioness,Thriller,Active,,15.5,True,False,41503.22,26,0.09,13.99
SUB01553,02/06/26,Annual Premium,US,Digital,CMP010,01/15/26,03/31/26,Fire TV,33,Love & Hip Hop Miami,Reality,At-Risk,,11.82,False,False,40279.22,40,0.14,11.67
SUB01554,02/06/26,Annual Premium,CA,Social,CMP014,01/10/26,03/10/26,Smart TV,26,Boomerang,Comedy,New,,11.32,False,False,25458.31,29,0.16,11.67
SUB01555,02/01/26,Paramount+ with Showtime,CA,OOH,CMP013,02/01/26,04/15/26,Tablet,30,Landman,Drama,Active,,14.3,False,True,27040.0,25,0.13,13.99
SUB01556,02/17/26,Essential,CA,Radio,CMP005,03/01/26,04/30/26,Desktop,35,Tracker,Action,Active,,14.7,True,False,22144.53,14,0.09,13.99
SUB01557,02/12/26,Paramount+ with Showtime,US,TV,CMP002,01/10/26,02/15/26,Roku,26,Love & Hip Hop Miami,Reality,At-Risk,,14.05,True,True,61748.08,36,0.08,13.99
SUB01558,02/14/26,Paramount+ with Showtime,AU,Social,CMP014,01/10/26,03/10/26,Desktop,18,Landman,Drama,At-Risk,,13.17,False,True,25458.31,29,0.16,13.99
SUB01559,02/28/26,Paramount+ with Showtime,AU,Social,CMP016,03/01/26,04/30/26,Desktop,49,The Madison,Drama,At-Risk,,14.98,False,True,13079.15,14,0.15,13.99
SUB01560,02/17/26,Essential,US,Streaming,CMP008,01/20/26,02/28/26,Fire TV,53,Criminal Minds,Procedural,Reactivated,,14.22,True,False,33297.18,27,0.11,13.99
SUB01561,02/17/26,Paramount+ with Showtime,MX,Digital,CMP009,01/01/26,04/30/26,Roku,34,The Guest,Thriller,New,,13.81,False,True,70866.81,75,0.1475,13.99
SUB01562,02/13/26,Annual Essential,US,Digital,CMP011,02/15/26,04/01/26,Fire TV,28,The Chi,Drama,Active,,7.44,True,True,45566.52,49,0.15,7.5
SUB01563,02/01/26,Paramount+ with Showtime,US,Social,CMP014,01/10/26,03/10/26,Mobile,26,Boston Blue,Procedural,At-Risk,,12.51,False,True,25458.31,29,0.16,13.99
SUB01564,02/25/26,Paramount+ with Showtime,MX,Streaming,CMP007,02/10/26,03/20/26,Mobile,31,Yellowjackets,Drama,At-Risk,,12.24,True,True,39937.36,33,0.115,13.99
SUB01565,02/25/26,Paramount+ with Showtime,US,TV,CMP002,01/10/26,02/15/26,Tablet,51,South Park,Comedy,Reactivated,,13.75,True,True,61748.08,36,0.08,13.99
SUB01566,02/28/26,Annual Premium,US,Radio,CMP004,01/06/26,03/15/26,Mobile,35,Tracker,Action,At-Risk,,13.0,False,False,41237.74,27,0.09,11.67
SUB01567,02/17/26,Essential,US,TV,CMP003,02/01/26,03/31/26,Tablet,39,Elsbeth,Procedural,Active,,13.19,False,False,41503.22,26,0.09,13.99
SUB01568,02/11/26,Essential,US,OOH,CMP013,02/01/26,04/15/26,Tablet,18,Love & Hip Hop Miami,Reality,Active,,14.47,False,False,27040.0,25,0.13,13.99
SUB01569,02/28/26,Essential,CA,Digital,CMP009,01/01/26,04/30/26,Fire TV,46,Tracker,Action,At-Risk,,14.71,True,False,70866.81,75,0.1475,13.99
SUB01570,02/13/26,Essential,US,Streaming,CMP006,01/12/26,04/15/26,Roku,31,Watson,Procedural,Churned,04/10/26,12.95,False,False,69517.64,55,0.11,13.99
SUB01571,02/20/26,Essential,US,OOH,CMP012,01/08/26,04/30/26,Mobile,29,The Curse,Comedy,New,,14.46,False,False,46356.88,40,0.12,13.99
SUB01572,02/02/26,Essential,US,Digital,CMP009,01/01/26,04/30/26,Roku,42,NFL,Sports,New,,14.18,False,False,70866.81,75,0.1475,13.99
SUB01573,02/04/26,Annual Premium,MX,OOH,CMP013,02/01/26,04/15/26,Smart TV,71,Boomerang,Comedy,At-Risk,,11.65,False,False,27040.0,25,0.13,11.67
SUB01574,02/07/26,Paramount+ with Showtime,US,Social,CMP014,01/10/26,03/10/26,Mobile,39,Dutton Ranch,Drama,Churned,02/18/26,13.08,True,True,25458.31,29,0.16,13.99
SUB01575,02/21/26,Essential,US,TV,CMP002,01/10/26,02/15/26,Fire TV,38,Dutton Ranch,Drama,New,,13.52,True,False,61748.08,36,0.08,13.99
SUB01576,02/22/26,Paramount+ with Showtime,US,Social,CMP016,03/01/26,04/30/26,Fire TV,18,Dexter,Thriller,Reactivated,,13.44,False,True,13079.15,14,0.15,13.99
SUB01577,02/04/26,Paramount+ with Showtime,MX,Radio,CMP005,03/01/26,04/30/26,Fire TV,60,1923,Drama,Active,,11.9,False,True,22144.53,14,0.09,13.99
SUB01578,02/27/26,Essential,US,TV,CMP001,01/05/26,02/28/26,Tablet,37,NFL,Sports,Churned,04/24/26,13.19,False,False,56894.89,36,0.0849999999999999,13.99
SUB01579,02/09/26,Essential,CA,Radio,CMP004,01/06/26,03/15/26,Fire TV,42,Elsbeth,Procedural,Active,,12.84,True,False,41237.74,27,0.09,13.99
SUB01580,02/21/26,Annual Essential,AU,Streaming,CMP007,02/10/26,03/20/26,Roku,38,Dexter,Thriller,New,,8.27,False,True,39937.36,33,0.115,7.5
SUB01581,02/05/26,Annual Premium,US,TV,CMP003,02/01/26,03/31/26,Desktop,45,Landman,Drama,Active,,12.0,False,True,41503.22,26,0.09,11.67
SUB01582,02/27/26,Annual Premium,UK,Radio,CMP004,01/06/26,03/15/26,Fire TV,43,Mayor of Kingstown,Drama,New,,12.28,False,False,41237.74,27,0.09,11.67
SUB01583,02/09/26,Essential,US,TV,CMP001,01/05/26,02/28/26,Fire TV,39,Mayor of Kingstown,Drama,Active,,12.71,True,False,56894.89,36,0.0849999999999999,13.99
SUB01584,02/14/26,Paramount+ with Showtime,AU,Social,CMP015,02/05/26,04/05/26,Smart TV,39,RuPaul Drag Race All Stars,Reality,Active,,14.29,False,True,22618.05,24,0.15,13.99
SUB01585,02/10/26,Annual Essential,US,Radio,CMP004,01/06/26,03/15/26,Smart TV,34,NCIS,Procedural,Churned,03/27/26,5.85,False,True,41237.74,27,0.09,7.5
SUB01586,02/14/26,Paramount+ with Showtime,US,Radio,CMP004,01/06/26,03/15/26,Tablet,42,The Guest,Thriller,Active,,15.12,False,True,41237.74,27,0.09,13.99
SUB01587,02/27/26,Essential,US,Digital,CMP011,02/15/26,04/01/26,Fire TV,28,Lioness,Thriller,Active,,12.96,False,False,45566.52,49,0.15,13.99
SUB01588,02/23/26,Paramount+ with Showtime,CA,Digital,CMP009,01/01/26,04/30/26,Fire TV,47,NCIS,Procedural,Churned,04/02/26,13.23,False,True,70866.81,75,0.1475,13.99
SUB01589,02/28/26,Annual Essential,US,Social,CMP015,02/05/26,04/05/26,Mobile,24,Dexter,Thriller,New,,6.41,False,False,22618.05,24,0.15,7.5
SUB01590,02/10/26,Paramount+ with Showtime,CA,Social,CMP016,03/01/26,04/30/26,Smart TV,34,The Curse,Comedy,At-Risk,,14.16,True,True,13079.15,14,0.15,13.99
SUB01591,02/10/26,Annual Premium,CA,Digital,CMP011,02/15/26,04/01/26,Smart TV,38,Tracker,Action,Active,,11.95,False,False,45566.52,49,0.15,11.67
SUB01592,02/13/26,Annual Premium,AU,Radio,CMP005,03/01/26,04/30/26,Roku,38,The Offer,Drama,Active,,11.87,True,False,22144.53,14,0.09,11.67
SUB01593,02/25/26,Annual Premium,US,Social,CMP015,02/05/26,04/05/26,Mobile,37,The Guest,Thriller,Active,,10.5,True,False,22618.05,24,0.15,11.67
SUB01594,02/21/26,Annual Premium,CA,Radio,CMP005,03/01/26,04/30/26,Mobile,18,The Offer,Drama,Active,,11.52,False,False,22144.53,14,0.09,11.67
SUB01595,02/22/26,Annual Premium,US,Social,CMP015,02/05/26,04/05/26,Fire TV,18,NCIS,Procedural,Churned,03/11/26,12.65,False,False,22618.05,24,0.15,11.67
SUB01596,02/22/26,Annual Premium,CA,TV,CMP003,02/01/26,03/31/26,Tablet,33,Mission Impossible,Action,Active,,10.97,False,False,41503.22,26,0.09,11.67
SUB01597,02/01/26,Annual Essential,US,Social,CMP014,01/10/26,03/10/26,Desktop,18,SpongeBob,Family,New,,7.08,False,True,25458.31,29,0.16,7.5
SUB01598,02/09/26,Annual Premium,US,Digital,CMP009,01/01/26,04/30/26,Roku,32,Ghosts,Comedy,At-Risk,,11.95,False,False,70866.81,75,0.1475,11.67
SUB01599,02/28/26,Annual Essential,US,Radio,CMP004,01/06/26,03/15/26,Roku,35,Boston Blue,Procedural,New,,7.85,False,False,41237.74,27,0.09,7.5
SUB01600,02/03/26,Annual Premium,US,Radio,CMP005,03/01/26,04/30/26,Fire TV,18,Love & Hip Hop Miami,Reality,Active,,11.87,False,False,22144.53,14,0.09,11.67
SUB01601,02/27/26,Essential,UK,TV,CMP002,01/10/26,02/15/26,Smart TV,45,MobLand,Drama,Active,,13.38,False,False,61748.08,36,0.08,13.99
SUB01602,02/28/26,Annual Premium,US,OOH,CMP012,01/08/26,04/30/26,Desktop,28,Elsbeth,Procedural,New,,9.69,True,False,46356.88,40,0.12,11.67
SUB01603,02/24/26,Essential,US,Radio,CMP004,01/06/26,03/15/26,Mobile,27,Coldwater,Drama,New,,15.36,False,False,41237.74,27,0.09,13.99
SUB01604,02/05/26,Annual Essential,US,TV,CMP002,01/10/26,02/15/26,Desktop,32,NCIS,Procedural,Active,,5.96,False,True,61748.08,36,0.08,7.5
SUB01605,02/24/26,Annual Essential,US,Radio,CMP005,03/01/26,04/30/26,Smart TV,47,The Madison,Drama,Active,,7.94,False,True,22144.53,14,0.09,7.5
SUB01606,02/01/26,Paramount+ with Showtime,US,OOH,CMP013,02/01/26,04/15/26,Roku,34,1923,Drama,New,,13.5,False,True,27040.0,25,0.13,13.99
SUB01607,02/11/26,Paramount+ with Showtime,US,OOH,CMP012,01/08/26,04/30/26,Roku,46,The Curse,Comedy,Active,,13.58,True,True,46356.88,40,0.12,13.99
SUB01608,02/22/26,Annual Premium,US,TV,CMP001,01/05/26,02/28/26,Fire TV,35,MobLand,Drama,New,,11.63,False,False,56894.89,36,0.0849999999999999,11.67
SUB01609,02/05/26,Annual Essential,US,OOH,CMP013,02/01/26,04/15/26,Roku,37,The Chi,Drama,At-Risk,,7.75,False,False,27040.0,25,0.13,7.5
SUB01610,02/10/26,Annual Essential,UK,TV,CMP002,01/10/26,02/15/26,Fire TV,49,Coldwater,Drama,Active,,6.91,True,False,61748.08,36,0.08,7.5
SUB01611,02/14/26,Essential,UK,Social,CMP014,01/10/26,03/10/26,Tablet,50,Criminal Minds,Procedural,Active,,14.57,True,True,25458.31,29,0.16,13.99
SUB01612,02/15/26,Annual Premium,US,Radio,CMP004,01/06/26,03/15/26,Mobile,46,RuPaul Drag Race All Stars,Reality,Active,,11.73,False,False,41237.74,27,0.09,11.67
SUB01613,02/27/26,Paramount+ with Showtime,US,Radio,CMP005,03/01/26,04/30/26,Fire TV,31,Sonic 3,Family,Active,,15.13,False,True,22144.53,14,0.09,13.99
SUB01614,02/26/26,Annual Premium,US,Radio,CMP005,03/01/26,04/30/26,Tablet,28,Dexter,Thriller,New,,11.11,True,False,22144.53,14,0.09,11.67
SUB01615,02/18/26,Annual Essential,US,TV,CMP001,01/05/26,02/28/26,Roku,47,The Chi,Drama,Churned,04/12/26,7.61,False,False,56894.89,36,0.0849999999999999,7.5
SUB01616,02/19/26,Paramount+ with Showtime,US,Social,CMP016,03/01/26,04/30/26,Desktop,45,The Madison,Drama,Reactivated,,13.43,False,True,13079.15,14,0.15,13.99
SUB01617,02/13/26,Annual Essential,US,OOH,CMP012,01/08/26,04/30/26,Desktop,30,Tulsa King,Drama,New,,5.24,False,False,46356.88,40,0.12,7.5
SUB01618,02/06/26,Annual Premium,AU,OOH,CMP012,01/08/26,04/30/26,Tablet,73,South Park,Comedy,At-Risk,,12.76,False,True,46356.88,40,0.12,11.67
SUB01619,02/18/26,Paramount+ with Showtime,CA,OOH,CMP013,02/01/26,04/15/26,Desktop,54,Lioness,Thriller,At-Risk,,14.61,True,True,27040.0,25,0.13,13.99
SUB01620,02/03/26,Annual Premium,CA,TV,CMP001,01/05/26,02/28/26,Smart TV,51,1923,Drama,Active,,11.61,False,False,56894.89,36,0.0849999999999999,11.67
SUB01621,02/10/26,Essential,CA,TV,CMP003,02/01/26,03/31/26,Smart TV,31,Elsbeth,Procedural,Reactivated,,12.49,True,False,41503.22,26,0.09,13.99
SUB01622,02/22/26,Annual Premium,UK,Radio,CMP004,01/06/26,03/15/26,Fire TV,19,Landman,Drama,Churned,04/07/26,9.2,False,False,41237.74,27,0.09,11.67
SUB01623,02/20/26,Annual Essential,MX,Streaming,CMP008,01/20/26,02/28/26,Smart TV,40,NFL,Sports,Reactivated,,5.81,True,False,33297.18,27,0.11,7.5
SUB01624,02/23/26,Annual Essential,CA,Streaming,CMP006,01/12/26,04/15/26,Tablet,30,Love & Hip Hop Miami,Reality,New,,8.7,False,False,69517.64,55,0.11,7.5
SUB01625,02/01/26,Essential,UK,Radio,CMP004,01/06/26,03/15/26,Smart TV,20,South Park,Comedy,Active,,13.76,False,False,41237.74,27,0.09,13.99
SUB01626,02/13/26,Paramount+ with Showtime,US,OOH,CMP013,02/01/26,04/15/26,Smart TV,23,The Curse,Comedy,Active,,14.1,False,True,27040.0,25,0.13,13.99
SUB01627,02/19/26,Annual Premium,CA,TV,CMP003,02/01/26,03/31/26,Smart TV,28,Mission Impossible,Action,New,,12.41,False,False,41503.22,26,0.09,11.67
SUB01628,02/26/26,Annual Premium,US,Digital,CMP011,02/15/26,04/01/26,Smart TV,57,Dutton Ranch,Drama,Active,,12.4,False,False,45566.52,49,0.15,11.67
SUB01629,02/22/26,Essential,US,OOH,CMP013,02/01/26,04/15/26,Mobile,46,Lioness,Thriller,Churned,04/02/26,12.3,False,False,27040.0,25,0.13,13.99
SUB01630,02/17/26,Essential,US,Streaming,CMP006,01/12/26,04/15/26,Smart TV,60,Tracker,Action,Active,,15.08,False,False,69517.64,55,0.11,13.99
SUB01631,02/24/26,Annual Essential,US,Streaming,CMP008,01/20/26,02/28/26,Smart TV,26,The Chi,Drama,Active,,6.77,False,False,33297.18,27,0.11,7.5
SUB01632,02/09/26,Paramount+ with Showtime,US,Radio,CMP004,01/06/26,03/15/26,Roku,36,RuPaul Drag Race All Stars,Reality,New,,13.44,True,True,41237.74,27,0.09,13.99
SUB01633,02/06/26,Annual Essential,US,Social,CMP015,02/05/26,04/05/26,Tablet,18,The Guest,Thriller,At-Risk,,7.28,True,False,22618.05,24,0.15,7.5
SUB01634,02/18/26,Essential,UK,Radio,CMP004,01/06/26,03/15/26,Mobile,46,Lioness,Thriller,Active,,13.18,True,False,41237.74,27,0.09,13.99
SUB01635,02/11/26,Paramount+ with Showtime,US,Digital,CMP011,02/15/26,04/01/26,Desktop,23,South Park,Comedy,New,,14.44,False,True,45566.52,49,0.15,13.99
SUB01636,02/21/26,Paramount+ with Showtime,US,Digital,CMP010,01/15/26,03/31/26,Tablet,50,The Offer,Drama,Churned,04/11/26,11.5,True,True,40279.22,40,0.14,13.99
SUB01637,02/02/26,Annual Essential,US,Social,CMP014,01/10/26,03/10/26,Fire TV,41,UFC,Sports,Reactivated,,7.1,False,False,25458.31,29,0.16,7.5
SUB01638,02/03/26,Annual Premium,US,Radio,CMP005,03/01/26,04/30/26,Tablet,56,MobLand,Drama,At-Risk,,12.36,False,False,22144.53,14,0.09,11.67
SUB01639,02/27/26,Paramount+ with Showtime,US,Streaming,CMP006,01/12/26,04/15/26,Roku,20,The Agency,Thriller,Active,,14.86,False,True,69517.64,55,0.11,13.99
